time	speed	target_speed	cte	angle	steer_value
3314	0.000	20.000	0.760	0.000	-0.152
3341	0.438	20.000	0.760	0.000	-0.152
3364	1.314	20.000	0.760	-3.363	-0.152
3392	1.752	20.000	0.760	-3.363	-0.152
3415	2.190	20.000	0.760	-3.363	-0.152
3445	2.628	20.000	0.760	-3.363	-0.152
3476	3.504	20.000	0.760	-3.363	-0.152
3505	4.380	20.000	0.760	-3.363	-0.152
3540	4.818	20.000	0.760	-3.363	-0.152
3576	5.694	20.000	0.760	-3.363	-0.152
3606	6.570	20.000	0.760	-3.363	-0.152
3634	6.786	20.000	0.760	-3.363	-0.152
3672	3.221	20.000	0.759	-3.363	-0.152
3702	1.720	20.000	0.759	-3.363	-0.152
3755	1.434	20.000	0.759	-3.361	-0.152
3782	1.737	20.000	0.758	-3.361	-0.152
3815	1.873	20.000	0.758	-3.357	-0.152
3845	1.753	20.000	0.757	-3.356	-0.151
3898	1.373	20.000	0.756	-3.352	-0.151
3933	1.154	20.000	0.755	-3.350	-0.151
3968	1.300	20.000	0.754	-3.346	-0.151
4009	1.452	20.000	0.753	-3.339	-0.151
4043	1.533	20.000	0.752	-3.334	-0.150
4076	1.739	20.000	0.751	-3.328	-0.150
4109	1.830	20.000	0.749	-3.324	-0.150
4141	1.968	20.000	0.748	-3.317	-0.150
4176	2.116	20.000	0.746	-3.309	-0.149
4205	2.353	20.000	0.744	-3.305	-0.149
4244	2.430	20.000	0.743	-3.295	-0.149
4280	2.618	20.000	0.741	-3.285	-0.148
4312	2.857	20.000	0.738	-3.279	-0.148
4346	2.940	20.000	0.737	-3.267	-0.147
4418	3.168	20.000	0.733	-3.253	-0.147
4451	3.674	20.000	0.726	-3.246	-0.145
4482	3.809	20.000	0.724	-3.231	-0.145
4513	4.069	20.000	0.720	-3.195	-0.144
4547	4.204	20.000	0.718	-3.185	-0.144
4576	4.479	20.000	0.713	-3.164	-0.143
4605	4.621	20.000	0.711	-3.153	-0.142
4632	4.910	20.000	0.705	-3.129	-0.141
4665	5.058	20.000	0.702	-3.116	-0.140
4699	5.357	20.000	0.696	-3.089	-0.139
4732	5.659	20.000	0.689	-3.075	-0.138
4771	5.953	20.000	0.682	-3.044	-0.136
4797	6.098	20.000	0.678	-3.011	-0.136
4833	6.380	20.000	0.670	-2.975	-0.134
4867	6.521	20.000	0.666	-2.956	-0.133
4910	6.931	20.000	0.653	-2.916	-0.131
4942	7.067	20.000	0.648	-2.895	-0.130
4972	7.329	20.000	0.638	-2.828	-0.128
5003	7.460	20.000	0.633	-2.804	-0.127
5035	7.714	20.000	0.622	-2.754	-0.124
5069	7.840	20.000	0.616	-2.728	-0.123
5103	8.087	20.000	0.604	-2.673	-0.121
5136	8.332	20.000	0.592	-2.645	-0.118
5168	8.571	20.000	0.579	-2.586	-0.116
5198	8.688	20.000	0.572	-2.523	-0.114
5233	8.917	20.000	0.558	-2.457	-0.112
5267	9.031	20.000	0.550	-2.423	-0.110
5303	9.253	20.000	0.535	-2.353	-0.107
5339	9.473	20.000	0.520	-2.316	-0.104
