time	speed	target_speed	cte	angle	steer_value
4151	0.000	20.000	0.760	0.000	-0.038
4174	0.876	20.000	0.760	0.000	-0.038
4203	1.314	20.000	0.760	-0.513	-0.038
4233	2.190	20.000	0.760	-0.513	-0.038
4264	2.628	20.000	0.760	-0.513	-0.038
4290	3.504	20.000	0.760	-0.513	-0.038
4316	3.942	20.000	0.760	-0.513	-0.038
4342	4.380	20.000	0.760	-0.513	-0.038
4372	5.256	20.000	0.760	-0.513	-0.038
4405	5.694	20.000	0.760	-0.513	-0.038
4430	6.570	20.000	0.760	-0.513	-0.038
4457	6.786	20.000	0.760	-0.513	-0.038
4501	4.882	20.000	0.760	-0.513	-0.038
4545	0.599	20.000	0.760	-0.513	-0.038
4573	1.354	20.000	0.759	-0.513	-0.038
4598	1.738	20.000	0.759	-0.513	-0.038
4629	1.864	20.000	0.759	-0.513	-0.038
4660	1.728	20.000	0.759	-0.513	-0.038
4685	1.544	20.000	0.759	-0.512	-0.038
4719	1.233	20.000	0.758	-0.512	-0.038
4752	1.172	20.000	0.758	-0.512	-0.038
4785	1.246	20.000	0.758	-0.512	-0.038
4817	1.462	20.000	0.757	-0.511	-0.038
4849	1.526	20.000	0.757	-0.511	-0.038
4882	1.716	20.000	0.757	-0.510	-0.038
4911	1.847	20.000	0.756	-0.510	-0.038
4940	1.956	20.000	0.756	-0.509	-0.038
4966	2.049	20.000	0.755	-0.509	-0.038
4999	2.251	20.000	0.755	-0.508	-0.038
5031	2.400	20.000	0.754	-0.508	-0.038
5064	2.618	20.000	0.753	-0.507	-0.038
5094	2.831	20.000	0.752	-0.506	-0.038
5123	2.969	20.000	0.752	-0.505	-0.038
5149	3.206	20.000	0.751	-0.504	-0.038
5181	3.310	20.000	0.750	-0.503	-0.038
5216	3.578	20.000	0.749	-0.502	-0.037
5244	3.707	20.000	0.748	-0.501	-0.037
5275	3.977	20.000	0.747	-0.500	-0.037
5304	4.116	20.000	0.746	-0.499	-0.037
5335	4.398	20.000	0.745	-0.497	-0.037
5367	4.543	20.000	0.744	-0.496	-0.037
5399	4.838	20.000	0.742	-0.494	-0.037
5427	4.989	20.000	0.741	-0.493	-0.037
5457	5.295	20.000	0.739	-0.491	-0.037
5483	5.447	20.000	0.738	-0.490	-0.037
5516	5.745	20.000	0.736	-0.487	-0.037
5550	5.893	20.000	0.735	-0.486	-0.037
5582	6.182	20.000	0.732	-0.483	-0.037
5625	6.469	20.000	0.730	-0.482	-0.036
5656	6.749	20.000	0.727	-0.479	-0.036
5697	7.022	20.000	0.724	-0.476	-0.036
5735	7.291	20.000	0.721	-0.472	-0.036
5768	7.422	20.000	0.719	-0.469	-0.036
5801	7.679	20.000	0.716	-0.465	-0.036
5840	7.934	20.000	0.713	-0.463	-0.036
5876	8.183	20.000	0.709	-0.459	-0.035
5910	8.305	20.000	0.707	-0.455	-0.035
5943	8.544	20.000	0.704	-0.450	-0.035
5978	8.780	20.000	0.700	-0.448	-0.035
6010	8.896	20.000	0.698	-0.443	-0.035
6040	9.122	20.000	0.693	-0.438	-0.035
6070	9.346	20.000	0.689	-0.436	-0.034
6106	9.456	20.000	0.687	-0.430	-0.034
6139	9.671	20.000	0.683	-0.425	-0.034
6168	9.884	20.000	0.681	-0.422	-0.034
6201	9.988	20.000	0.681	-0.417	-0.034
6248	10.192	20.000	0.686	-0.415	-0.034
6277	10.393	20.000	0.684	-0.415	-0.034
6309	10.492	20.000	0.683	-0.421	-0.034
6343	10.686	20.000	0.684	-0.419	-0.034
6375	10.877	20.000	0.686	-0.418	-0.034
6406	10.971	20.000	0.688	-0.418	-0.034
6440	11.154	20.000	0.692	-0.421	-0.035
6474	11.376	20.000	0.697	-0.423	-0.035
6508	11.353	20.000	0.699	-0.428	-0.035
6538	11.216	20.000	0.705	-0.434	-0.035
6573	11.748	20.000	0.710	-0.438	-0.036
6602	11.663	20.000	0.713	-0.445	-0.036
6639	12.208	20.000	0.718	-0.452	-0.036
6672	12.161	20.000	0.724	-0.455	-0.036
6710	12.110	20.000	0.729	-0.462	-0.036
6738	12.408	20.000	0.732	-0.468	-0.037
6774	12.486	20.000	0.737	-0.475	-0.037
6806	12.815	20.000	0.739	-0.478	-0.037
6834	12.892	20.000	0.744	-0.484	-0.037
6894	12.711	20.000	0.747	-0.488	-0.037
6943	12.866	20.000	0.756	-0.494	-0.038
6974	13.022	20.000	0.761	-0.497	-0.038
7031	13.529	20.000	0.763	-0.509	-0.038
7071	13.784	20.000	0.772	-0.515	-0.039
7100	13.480	20.000	0.774	-0.518	-0.039
7132	13.671	20.000	0.778	-0.529	-0.039
7165	14.056	20.000	0.780	-0.531	-0.039
7198	14.159	20.000	0.784	-0.536	-0.039
7231	14.342	20.000	0.787	-0.539	-0.039
7267	13.842	20.000	0.789	-0.543	-0.039
7299	14.122	20.000	0.792	-0.548	-0.040
7332	14.541	20.000	0.794	-0.550	-0.040
7364	14.633	20.000	0.797	-0.554	-0.040
7424	14.383	20.000	0.801	-0.560	-0.040
7454	14.430	20.000	0.804	-0.560	-0.040
7487	14.957	20.000	0.805	-0.565	-0.040
7519	15.058	20.000	0.807	-0.568	-0.040
7557	15.171	20.000	0.809	-0.570	-0.040
7583	14.764	20.000	0.810	-0.573	-0.040
7618	14.853	20.000	0.811	-0.575	-0.041
7656	14.975	20.000	0.813	-0.576	-0.041
7687	15.467	20.000	0.813	-0.578	-0.041
7724	15.563	20.000	0.814	-0.580	-0.041
7759	15.658	20.000	0.815	-0.580	-0.041
7806	15.748	20.000	0.815	-0.581	-0.041
7842	15.832	20.000	0.815	-0.582	-0.041
7873	15.916	20.000	0.815	-0.583	-0.041
7904	15.499	20.000	0.815	-0.583	-0.041
7937	15.577	20.000	0.815	-0.583	-0.041
7969	16.076	20.000	0.814	-0.583	-0.041
8006	16.160	20.000	0.813	-0.582	-0.041
8042	16.241	20.000	0.812	-0.581	-0.041
8072	16.314	20.000	0.810	-0.580	-0.041
8105	15.891	20.000	0.809	-0.578	-0.040
8137	15.958	20.000	0.807	-0.576	-0.040
8169	16.456	20.000	0.806	-0.575	-0.040
8204	16.536	20.000	0.804	-0.573	-0.040
8238	16.607	20.000	0.801	-0.571	-0.040
8271	16.175	20.000	0.799	-0.568	-0.040
8303	16.240	20.000	0.796	-0.565	-0.040
8336	16.319	20.000	0.792	-0.563	-0.040
8370	16.811	20.000	0.791	-0.559	-0.040
8406	16.880	20.000	0.787	-0.554	-0.039
8440	16.947	20.000	0.782	-0.552	-0.039
8471	17.001	20.000	0.778	-0.547	-0.039
8506	16.571	20.000	0.775	-0.541	-0.039
8538	16.623	20.000	0.770	-0.536	-0.039
8570	16.697	20.000	0.765	-0.533	-0.038
8606	17.184	20.000	0.762	-0.526	-0.038
8641	17.244	20.000	0.756	-0.519	-0.038
8672	17.304	20.000	0.750	-0.516	-0.037
8706	16.860	20.000	0.747	-0.508	-0.037
8742	16.918	20.000	0.740	-0.501	-0.037
8778	16.976	20.000	0.733	-0.497	-0.037
8811	17.039	20.000	0.726	-0.488	-0.036
8849	17.092	20.000	0.718	-0.480	-0.036
8882	17.573	20.000	0.714	-0.471	-0.036
8915	17.630	20.000	0.706	-0.461	-0.035
8953	17.202	20.000	0.702	-0.457	-0.035
8989	17.240	20.000	0.694	-0.447	-0.035
9025	17.298	20.000	0.685	-0.442	-0.034
9059	17.348	20.000	0.676	-0.431	-0.034
9089	17.400	20.000	0.667	-0.420	-0.033
9123	17.873	20.000	0.662	-0.409	-0.033
9154	17.920	20.000	0.653	-0.397	-0.033
9190	17.497	20.000	0.648	-0.391	-0.032
9221	17.527	20.000	0.638	-0.379	-0.032
9261	17.582	20.000	0.627	-0.373	-0.031
9296	17.623	20.000	0.617	-0.361	-0.031
9339	17.672	20.000	0.606	-0.348	-0.030
9373	17.713	20.000	0.596	-0.335	-0.030
9408	18.175	20.000	0.591	-0.322	-0.030
9438	18.218	20.000	0.584	-0.308	-0.029
9472	18.252	20.000	0.579	-0.303	-0.029
9508	17.823	20.000	0.577	-0.294	-0.029
9542	17.858	20.000	0.575	-0.287	-0.029
9578	17.899	20.000	0.575	-0.285	-0.029
9615	17.940	20.000	0.577	-0.282	-0.029
9650	18.391	20.000	0.579	-0.282	-0.029
9689	18.427	20.000	0.583	-0.285	-0.029
9723	18.458	20.000	0.587	-0.287	-0.029
9758	18.482	20.000	0.590	-0.292	-0.030
9793	18.511	20.000	0.593	-0.297	-0.030
9840	18.535	20.000	0.597	-0.301	-0.030
9871	18.561	20.000	0.599	-0.305	-0.030
9907	18.143	20.000	0.601	-0.309	-0.030
9943	18.169	20.000	0.603	-0.313	-0.030
9978	18.206	20.000	0.606	-0.315	-0.030
10016	18.239	20.000	0.608	-0.318	-0.030
10054	18.271	20.000	0.610	-0.321	-0.030
10089	18.303	20.000	0.612	-0.324	-0.031
10124	18.734	20.000	0.612	-0.326	-0.031
10159	18.763	20.000	0.614	-0.328	-0.031
10193	18.786	20.000	0.615	-0.329	-0.031
10228	18.378	20.000	0.616	-0.331	-0.031
10267	18.401	20.000	0.617	-0.333	-0.031
10307	18.431	20.000	0.617	-0.333	-0.031
10336	18.460	20.000	0.618	-0.334	-0.031
10375	18.487	20.000	0.618	-0.335	-0.031
10409	18.515	20.000	0.618	-0.336	-0.031
10443	18.930	20.000	0.618	-0.336	-0.031
10478	18.955	20.000	0.617	-0.336	-0.031
10516	18.974	20.000	0.617	-0.336	-0.031
10555	18.988	20.000	0.616	-0.335	-0.031
10589	19.005	20.000	0.615	-0.334	-0.031
10621	18.611	20.000	0.614	-0.333	-0.031
10657	18.628	20.000	0.613	-0.332	-0.031
10692	18.654	20.000	0.611	-0.331	-0.031
10726	19.059	20.000	0.610	-0.330	-0.031
10761	19.081	20.000	0.608	-0.327	-0.030
10803	19.096	20.000	0.606	-0.326	-0.030
10839	19.108	20.000	0.603	-0.324	-0.030
10874	19.122	20.000	0.601	-0.321	-0.030
10908	18.738	20.000	0.599	-0.318	-0.030
10943	18.752	20.000	0.596	-0.315	-0.030
10977	18.776	20.000	0.593	-0.313	-0.030
11019	18.797	20.000	0.590	-0.309	-0.029
11057	18.818	20.000	0.586	-0.305	-0.029
11092	18.838	20.000	0.582	-0.301	-0.029
11127	19.226	20.000	0.580	-0.296	-0.029
11169	19.244	20.000	0.576	-0.291	-0.029
11206	19.256	20.000	0.572	-0.289	-0.029
11241	19.264	20.000	0.567	-0.283	-0.028
11281	19.275	20.000	0.562	-0.278	-0.028
11324	19.285	20.000	0.557	-0.272	-0.028
11360	19.295	20.000	0.552	-0.266	-0.028
11398	19.304	20.000	0.546	-0.260	-0.027
11436	19.313	20.000	0.541	-0.253	-0.027
11475	19.322	20.000	0.535	-0.247	-0.027
11509	19.331	20.000	0.529	-0.240	-0.026
11544	18.966	20.000	0.526	-0.233	-0.026
11587	18.975	20.000	0.520	-0.225	-0.026
11626	18.994	20.000	0.514	-0.221	-0.026
11673	19.380	20.000	0.504	-0.214	-0.025
11709	19.028	20.000	0.501	-0.206	-0.025
11745	19.034	20.000	0.494	-0.194	-0.025
11786	19.052	20.000	0.487	-0.189	-0.024
11839	19.067	20.000	0.480	-0.181	-0.024
11884	19.443	20.000	0.469	-0.172	-0.023
11921	19.456	20.000	0.462	-0.164	-0.023
11957	19.463	20.000	0.454	-0.150	-0.023
11997	19.468	20.000	0.447	-0.141	-0.022
12031	19.474	20.000	0.440	-0.131	-0.022
12069	19.127	20.000	0.437	-0.122	-0.022
12110	19.486	20.000	0.432	-0.113	-0.022
12148	19.140	20.000	0.432	-0.110	-0.022
12191	19.147	20.000	0.434	-0.104	-0.022
12241	19.514	20.000	0.441	-0.104	-0.022
12283	19.526	20.000	0.449	-0.106	-0.022
12330	19.532	20.000	0.458	-0.115	-0.023
12380	19.196	20.000	0.470	-0.125	-0.024
12421	19.200	20.000	0.478	-0.136	-0.024
12461	19.215	20.000	0.486	-0.151	-0.024
12508	19.226	20.000	0.494	-0.162	-0.025
12548	19.237	20.000	0.502	-0.172	-0.025
12597	19.589	20.000	0.514	-0.182	-0.026
12639	19.599	20.000	0.521	-0.192	-0.026
12679	19.604	20.000	0.529	-0.206	-0.026
12726	19.606	20.000	0.536	-0.215	-0.027
12765	19.609	20.000	0.543	-0.225	-0.027
12811	19.280	20.000	0.553	-0.234	-0.028
12859	19.283	20.000	0.560	-0.243	-0.028
12908	19.295	20.000	0.567	-0.256	-0.028
12949	19.639	20.000	0.576	-0.264	-0.029
12987	19.315	20.000	0.579	-0.272	-0.029
13026	19.315	20.000	0.585	-0.284	-0.029
13080	19.327	20.000	0.591	-0.287	-0.030
13128	19.345	20.000	0.601	-0.295	-0.030
13165	19.677	20.000	0.604	-0.302	-0.030
13206	19.685	20.000	0.609	-0.315	-0.030
13242	19.688	20.000	0.613	-0.318	-0.031
13277	19.688	20.000	0.618	-0.324	-0.031
13320	19.691	20.000	0.622	-0.330	-0.031
13361	19.692	20.000	0.626	-0.336	-0.031
13397	19.694	20.000	0.629	-0.341	-0.031
13434	19.695	20.000	0.633	-0.346	-0.032
13472	19.697	20.000	0.636	-0.350	-0.032
