time	speed	target_speed	cte	angle	steer_value
5341	0.000	20.000	0.760	0.000	-7.598
5364	0.876	20.000	0.760	0.000	0.000
5388	1.314	20.000	0.760	-25.000	0.000
5415	1.752	20.000	0.760	0.436	0.000
5445	2.628	20.000	0.760	0.436	0.000
5474	3.066	20.000	0.760	0.436	0.000
5501	3.504	20.000	0.760	0.436	0.000
5531	4.380	20.000	0.760	0.436	0.000
5557	4.818	20.000	0.760	0.436	0.000
5585	5.256	20.000	0.760	0.436	0.000
5613	6.132	20.000	0.760	0.436	0.000
5639	6.570	20.000	0.760	0.436	-0.001
5668	6.786	20.000	0.760	0.436	0.000
5694	3.212	20.000	0.760	0.411	0.001
5721	1.761	20.000	0.760	0.436	0.000
5750	0.773	20.000	0.760	0.461	0.001
5779	1.344	20.000	0.760	0.436	0.000
5806	1.887	20.000	0.759	0.461	0.002
5831	1.874	20.000	0.759	0.436	0.001
5860	1.744	20.000	0.759	0.486	0.000
5888	1.366	20.000	0.759	0.461	0.002
5916	1.220	20.000	0.759	0.436	0.001
5941	1.153	20.000	0.759	0.486	0.000
5968	1.208	20.000	0.759	0.461	0.002
5999	1.310	20.000	0.759	0.436	0.001
6024	1.362	20.000	0.759	0.486	0.001
6051	1.529	20.000	0.758	0.461	0.002
6082	1.679	20.000	0.758	0.461	0.002
6108	1.760	20.000	0.758	0.486	0.002
6136	1.917	20.000	0.758	0.486	0.002
6167	1.967	20.000	0.758	0.486	0.001
6195	2.188	20.000	0.757	0.486	0.003
6220	2.298	20.000	0.757	0.461	0.002
6251	2.498	20.000	0.757	0.511	0.003
6279	2.602	20.000	0.757	0.486	0.002
6309	2.832	20.000	0.756	0.511	0.004
6341	2.942	20.000	0.756	0.486	0.002
6372	3.171	20.000	0.756	0.536	0.004
6401	3.312	20.000	0.756	0.486	0.002
6440	3.567	20.000	0.755	0.536	0.004
6473	3.831	20.000	0.755	0.486	0.005
6505	3.964	20.000	0.754	0.536	0.002
6536	4.243	20.000	0.754	0.561	0.005
6564	4.386	20.000	0.754	0.486	0.002
6594	4.676	20.000	0.753	0.561	0.005
6625	4.826	20.000	0.753	0.486	0.002
6656	5.128	20.000	0.753	0.561	0.005
6693	5.439	20.000	0.752	0.486	0.005
6724	5.591	20.000	0.752	0.561	0.003
6757	5.890	20.000	0.751	0.561	0.005
6789	6.185	20.000	0.751	0.511	0.004
6822	6.330	20.000	0.751	0.561	0.003
6853	6.613	20.000	0.750	0.536	0.004
6885	6.754	20.000	0.750	0.511	0.002
6917	7.028	20.000	0.750	0.536	0.004
6946	7.300	20.000	0.749	0.486	0.004
6972	7.433	20.000	0.749	0.536	0.002
7002	7.564	20.000	0.749	0.536	0.002
7030	7.822	20.000	0.749	0.486	0.003
7056	7.950	20.000	0.748	0.486	0.001
7089	8.075	20.000	0.748	0.511	0.002
7125	8.323	20.000	0.748	0.461	0.002
7159	8.568	20.000	0.748	0.486	0.002
7190	8.808	20.000	0.748	0.486	0.001
7226	8.926	20.000	0.748	0.486	0.000
7260	9.155	20.000	0.748	0.461	0.000
7291	9.383	20.000	0.748	0.436	0.000
7323	9.495	20.000	0.748	0.436	-0.001
7355	9.713	20.000	0.749	0.436	-0.010
7392	9.928	20.000	0.752	0.411	-0.036
7439	10.139	20.000	0.760	0.186	-0.075
7471	10.345	20.000	0.771	-0.464	-0.113
7503	10.446	20.000	0.767	-1.439	0.041
7533	10.641	20.000	0.770	-2.389	-0.027
7562	10.737	20.000	0.772	1.461	-0.026
7593	10.929	20.000	0.779	-0.239	-0.066
7630	11.024	20.000	0.783	-0.214	-0.039
7660	11.210	20.000	0.791	-1.214	-0.080
7693	11.318	20.000	0.800	-0.539	-0.089
7725	11.654	20.000	0.804	-1.564	-0.045
7757	11.666	20.000	0.812	-1.789	-0.082
7790	11.659	20.000	0.821	-0.689	-0.083
7819	11.768	20.000	0.825	-1.614	-0.038
7850	11.756	20.000	0.832	-1.639	-0.074
7880	12.271	20.000	0.836	-0.514	-0.038
7913	12.446	20.000	0.843	-1.414	-0.072
7945	12.155	20.000	0.847	-0.514	-0.035
7976	12.389	20.000	0.853	-1.364	-0.068
8009	12.635	20.000	0.860	-0.439	-0.070
8041	12.836	20.000	0.864	-1.264	-0.034
8074	13.003	20.000	0.870	-1.314	-0.063
8102	12.976	20.000	0.873	-0.414	-0.032
8131	13.180	20.000	0.879	-1.139	-0.061
8158	13.074	20.000	0.882	-0.364	-0.030
8190	13.494	20.000	0.888	-1.089	-0.057
8223	13.261	20.000	0.891	-0.314	-0.028
8257	13.242	20.000	0.896	-0.989	-0.054
8290	13.572	20.000	0.902	-0.264	-0.056
8322	13.912	20.000	0.905	-0.914	-0.028
8355	14.145	20.000	0.910	-0.964	-0.050
8388	13.625	20.000	0.912	-0.264	-0.025
8423	13.941	20.000	0.917	-0.814	-0.047
8458	13.888	20.000	0.922	-0.189	-0.048
8492	14.175	20.000	0.926	-0.739	-0.046
8525	14.605	20.000	0.928	-0.764	-0.022
8556	14.698	20.000	0.932	-0.714	-0.041
