time	speed	target_speed	cte	angle	steer_value
3550	0.000	20.000	0.760	0.000	-3.039
3577	0.438	20.000	0.760	0.000	0.000
3602	1.314	20.000	0.760	-25.000	0.000
3627	1.752	20.000	0.760	0.436	0.000
3653	2.190	20.000	0.760	0.436	0.000
3678	3.066	20.000	0.760	0.436	0.000
3708	3.504	20.000	0.760	0.436	0.000
3736	3.942	20.000	0.760	0.436	0.000
3761	4.818	20.000	0.760	0.436	0.000
3787	5.256	20.000	0.760	0.436	0.000
3812	5.694	20.000	0.760	0.436	0.000
3841	6.570	20.000	0.760	0.436	-0.000
3865	6.786	20.000	0.760	0.436	0.000
3897	4.886	20.000	0.760	0.426	0.000
3922	1.744	20.000	0.760	0.436	0.000
3952	0.633	20.000	0.760	0.446	0.000
3978	0.773	20.000	0.760	0.436	0.000
4006	1.728	20.000	0.760	0.446	0.000
4035	1.894	20.000	0.759	0.436	0.000
4064	1.736	20.000	0.759	0.446	0.000
4092	1.578	20.000	0.759	0.446	0.000
4122	1.264	20.000	0.759	0.446	0.001
4147	1.203	20.000	0.759	0.436	0.000
4179	1.215	20.000	0.759	0.456	0.000
4216	1.344	20.000	0.759	0.446	0.001
4250	1.546	20.000	0.759	0.446	0.001
4281	1.718	20.000	0.758	0.456	0.001
4314	1.807	20.000	0.758	0.456	0.001
4348	1.967	20.000	0.758	0.456	0.001
4386	2.121	20.000	0.758	0.456	0.001
4421	2.351	20.000	0.757	0.456	0.002
4450	2.492	20.000	0.757	0.466	0.000
4482	2.720	20.000	0.757	0.476	0.002
4520	2.803	20.000	0.757	0.446	0.001
4554	3.039	20.000	0.756	0.476	0.002
4598	3.432	20.000	0.756	0.456	0.002
4656	3.695	20.000	0.755	0.476	0.002
4690	3.966	20.000	0.755	0.496	0.002
4718	4.247	20.000	0.754	0.486	0.002
4749	4.390	20.000	0.754	0.476	0.001
4781	4.534	20.000	0.754	0.486	0.001
4823	4.830	20.000	0.753	0.466	0.002
4870	5.292	20.000	0.752	0.456	0.003
4894	5.446	20.000	0.752	0.486	0.001
4926	5.743	20.000	0.752	0.516	0.002
4953	5.890	20.000	0.751	0.466	0.001
4984	6.179	20.000	0.751	0.486	0.002
5014	6.322	20.000	0.751	0.466	0.001
5045	6.602	20.000	0.750	0.486	0.002
5081	6.879	20.000	0.750	0.456	0.002
5114	7.015	20.000	0.749	0.486	0.001
5156	7.281	20.000	0.749	0.486	0.002
5190	7.544	20.000	0.749	0.456	0.002
5223	7.801	20.000	0.748	0.486	0.002
5258	7.927	20.000	0.748	0.476	0.000
5289	8.173	20.000	0.748	0.476	0.001
5325	8.417	20.000	0.747	0.446	0.001
5356	8.537	20.000	0.747	0.466	0.000
5388	8.771	20.000	0.747	0.466	0.001
5439	9.002	20.000	0.747	0.446	0.000
5475	9.229	20.000	0.747	0.456	0.000
5507	9.450	20.000	0.747	0.446	0.000
5535	9.559	20.000	0.747	0.436	-0.000
5563	9.771	20.000	0.749	0.436	-0.008
5598	9.877	20.000	0.751	0.426	-0.008
5629	10.083	20.000	0.758	0.236	-0.028
5665	10.286	20.000	0.771	0.236	-0.050
5703	10.486	20.000	0.769	-0.254	0.008
5737	10.583	20.000	0.771	-0.824	-0.010
5767	10.774	20.000	0.778	0.636	-0.027
5846	11.057	20.000	0.791	0.196	-0.055
5877	11.241	20.000	0.802	-0.244	-0.042
5906	11.341	20.000	0.812	-0.934	-0.042
5934	11.681	20.000	0.818	-0.604	-0.022
5964	11.690	20.000	0.828	-0.614	-0.042
5996	11.754	20.000	0.834	-0.104	-0.021
6028	11.758	20.000	0.844	-0.604	-0.042
6062	11.709	20.000	0.855	-0.094	-0.043
6102	12.220	20.000	0.865	-0.604	-0.043
6152	12.396	20.000	0.876	-0.634	-0.042
6181	12.370	20.000	0.886	-0.634	-0.041
6214	12.697	20.000	0.891	-0.604	-0.021
6247	12.812	20.000	0.901	-0.594	-0.041
6279	12.820	20.000	0.906	-0.084	-0.020
6312	12.902	20.000	0.917	-0.584	-0.041
6344	13.146	20.000	0.927	-0.074	-0.041
6382	13.119	20.000	0.932	-0.584	-0.020
6414	13.082	20.000	0.942	-0.594	-0.040
6451	13.484	20.000	0.953	-0.074	-0.041
6482	13.519	20.000	0.963	-0.574	-0.040
6514	13.619	20.000	0.968	-0.594	-0.020
6548	13.735	20.000	0.977	-0.574	-0.039
6581	13.743	20.000	0.982	-0.064	-0.019
6622	14.057	20.000	0.997	-0.544	-0.058
6652	14.076	20.000	1.002	-0.044	-0.020
6690	14.175	20.000	1.011	-1.024	-0.037
6720	14.331	20.000	1.020	-0.054	-0.038
6750	14.430	20.000	1.025	-0.484	-0.019
6786	14.475	20.000	1.034	-0.504	-0.037
6815	14.555	20.000	1.039	-0.034	-0.018
6848	14.577	20.000	1.048	-0.484	-0.037
6881	14.724	20.000	1.053	-0.024	-0.018
6914	14.782	20.000	1.062	-0.484	-0.037
6947	14.907	20.000	1.071	-0.024	-0.037
6984	14.989	20.000	1.080	-0.484	-0.036
7015	15.002	20.000	1.085	-0.484	-0.018
7048	15.199	20.000	1.093	-0.474	-0.035
7081	15.188	20.000	1.098	-0.004	-0.018
7114	15.311	20.000	1.106	-0.444	-0.034
7152	15.376	20.000	1.115	-0.014	-0.035
7182	15.503	20.000	1.124	-0.424	-0.035
7214	15.570	20.000	1.128	-0.444	-0.017
7247	15.569	20.000	1.137	-0.434	-0.034
7281	15.672	20.000	1.141	0.016	-0.017
7314	15.732	20.000	1.149	-0.404	-0.033
7346	15.844	20.000	1.157	0.016	-0.034
7379	15.907	20.000	1.161	-0.394	-0.016
7412	15.908	20.000	1.170	-0.404	-0.033
7445	16.064	20.000	1.178	0.026	-0.033
7482	16.059	20.000	1.182	-0.384	-0.016
7514	16.157	20.000	1.190	-0.384	-0.032
7547	16.212	20.000	1.198	0.026	-0.032
7580	16.220	20.000	1.202	-0.364	-0.016
7613	16.359	20.000	1.210	-0.374	-0.031
7654	16.367	20.000	1.218	0.036	-0.032
7698	16.499	20.000	1.226	-0.344	-0.031
7731	16.508	20.000	1.233	-0.354	-0.030
7765	16.632	20.000	1.241	-0.344	-0.030
7798	16.637	20.000	1.244	-0.324	-0.015
7832	16.716	20.000	1.251	-0.304	-0.028
7865	16.766	20.000	1.259	0.066	-0.030
7903	16.841	20.000	1.266	-0.274	-0.028
7936	16.880	20.000	1.270	-0.304	-0.014
7967	16.898	20.000	1.276	-0.274	-0.028
7998	16.961	20.000	1.280	0.076	-0.014
8031	17.010	20.000	1.287	-0.264	-0.028
8066	17.076	20.000	1.294	0.086	-0.028
8099	17.106	20.000	1.297	-0.254	-0.014
8131	17.128	20.000	1.304	-0.264	-0.028
8164	17.209	20.000	1.311	0.086	-0.028
8196	17.241	20.000	1.315	-0.254	-0.014
8228	17.299	20.000	1.321	-0.254	-0.027
8261	17.306	20.000	1.325	0.086	-0.014
8293	17.333	20.000	1.331	-0.234	-0.026
8327	17.397	20.000	1.338	0.096	-0.027
8360	17.457	20.000	1.342	-0.224	-0.014
8393	17.508	20.000	1.348	-0.244	-0.026
8426	17.556	20.000	1.355	0.096	-0.027
8457	17.522	20.000	1.358	-0.214	-0.013
8486	17.577	20.000	1.365	-0.234	-0.026
8512	17.646	20.000	1.368	0.116	-0.014
8545	17.689	20.000	1.374	-0.214	-0.026
8577	17.667	20.000	1.377	0.096	-0.013
8610	17.705	20.000	1.384	-0.204	-0.025
8648	17.753	20.000	1.390	0.116	-0.026
8681	17.811	20.000	1.393	-0.194	-0.013
8731	17.837	20.000	1.403	-0.214	-0.037
8765	17.876	20.000	1.409	0.116	-0.026
8799	17.927	20.000	1.413	-0.494	-0.014
8832	17.964	20.000	1.421	-0.204	-0.035
8864	18.000	20.000	1.433	0.086	-0.045
8897	17.992	20.000	1.439	-0.434	-0.026
8929	18.028	20.000	1.453	-0.684	-0.055
8962	18.066	20.000	1.468	-0.204	-0.063
8995	18.104	20.000	1.477	-0.934	-0.034
9027	18.135	20.000	1.495	-1.144	-0.073
9060	18.137	20.000	1.505	-0.424	-0.039
9092	18.171	20.000	1.524	-1.384	-0.077
9125	18.207	20.000	1.543	-0.544	-0.076
9161	18.240	20.000	1.561	-1.494	-0.072
9210	18.274	20.000	1.578	-1.464	-0.068
9248	18.307	20.000	1.594	-1.364	-0.064
9286	18.339	20.000	1.609	-1.254	-0.061
9320	18.371	20.000	1.624	-1.164	-0.058
9350	18.368	20.000	1.631	-1.084	-0.028
9386	18.395	20.000	1.645	-1.014	-0.054
9416	18.431	20.000	1.651	-0.264	-0.026
9453	18.459	20.000	1.664	-0.924	-0.052
9484	18.487	20.000	1.677	-0.224	-0.052
9517	18.475	20.000	1.683	-0.864	-0.025
9551	18.500	20.000	1.696	-0.864	-0.049
9584	18.526	20.000	1.708	-0.194	-0.048
9619	18.552	20.000	1.719	-0.784	-0.046
9661	18.577	20.000	1.730	-0.774	-0.044
9693	18.617	20.000	1.736	-0.724	-0.021
9748	18.626	20.000	1.751	-0.674	-0.062
9786	18.650	20.000	1.761	-0.094	-0.040
9815	18.687	20.000	1.766	-1.114	-0.019
9851	18.709	20.000	1.776	-0.574	-0.038
9879	18.697	20.000	1.780	-0.044	-0.019
9911	18.719	20.000	1.790	-0.514	-0.036
9948	18.742	20.000	1.799	-0.034	-0.036
9984	18.764	20.000	1.808	-0.474	-0.036
10015	18.792	20.000	1.812	-0.474	-0.017
10051	18.811	20.000	1.820	-0.454	-0.034
10087	18.830	20.000	1.829	0.016	-0.034
10119	18.848	20.000	1.837	-0.404	-0.033
10152	18.848	20.000	1.841	-0.404	-0.016
10190	18.867	20.000	1.848	-0.384	-0.031
10232	18.886	20.000	1.856	0.036	-0.031
10272	18.906	20.000	1.864	-0.334	-0.030
10308	18.924	20.000	1.871	-0.344	-0.030
10338	18.942	20.000	1.878	-0.324	-0.028
10373	18.954	20.000	1.882	-0.304	-0.014
10402	18.969	20.000	1.889	-0.274	-0.027
10427	18.976	20.000	1.892	0.096	-0.014
10459	18.986	20.000	1.895	-0.244	-0.013
10510	19.001	20.000	1.902	0.086	-0.028
10542	19.025	20.000	1.913	0.106	-0.042
10590	19.032	20.000	1.916	-0.254	-0.014
10641	19.062	20.000	1.929	-0.624	-0.050
10672	19.070	20.000	1.932	0.096	-0.012
10700	19.084	20.000	1.937	-0.824	-0.022
10744	19.097	20.000	1.943	0.136	-0.022
10797	19.103	20.000	1.945	-0.104	-0.011
10835	19.125	20.000	1.954	-0.114	-0.033
10866	19.138	20.000	1.959	0.166	-0.022
10898	19.143	20.000	1.962	-0.394	-0.011
10932	19.155	20.000	1.967	-0.114	-0.022
10964	19.168	20.000	1.973	0.166	-0.022
10997	19.176	20.000	1.976	-0.104	-0.011
